<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
YNDX;5;20211207;110500;5080.0000000;5111.8000000;5075.0000000;5111.4000000;14992
YNDX;5;20211207;111000;5110.6000000;5110.6000000;5080.0000000;5080.0000000;9203
YNDX;5;20211207;111500;5079.0000000;5094.0000000;5072.6000000;5089.8000000;3363
YNDX;5;20211207;112000;5094.2000000;5104.6000000;5087.8000000;5099.6000000;4446
YNDX;5;20211207;112500;5098.4000000;5116.4000000;5097.8000000;5109.6000000;7234
YNDX;5;20211207;113000;5111.2000000;5126.4000000;5108.8000000;5122.4000000;14442
YNDX;5;20211207;113500;5121.0000000;5136.0000000;5117.2000000;5134.8000000;4677
YNDX;5;20211207;114000;5135.0000000;5143.8000000;5121.8000000;5127.8000000;8227
YNDX;5;20211207;114500;5128.8000000;5155.4000000;5128.8000000;5140.0000000;11767
YNDX;5;20211207;115000;5140.0000000;5153.8000000;5136.2000000;5146.2000000;3147
YNDX;5;20211207;115500;5146.0000000;5146.2000000;5134.4000000;5141.2000000;1443
YNDX;5;20211207;120000;5143.6000000;5155.0000000;5141.2000000;5143.0000000;2444
YNDX;5;20211207;120500;5148.4000000;5152.0000000;5135.0000000;5137.6000000;3844
YNDX;5;20211207;121000;5140.4000000;5142.8000000;5132.8000000;5140.0000000;1904
YNDX;5;20211207;121500;5137.2000000;5143.0000000;5133.2000000;5140.4000000;3591
YNDX;5;20211207;122000;5141.0000000;5148.0000000;5140.4000000;5146.4000000;1318
YNDX;5;20211207;122500;5147.2000000;5148.0000000;5141.2000000;5144.4000000;827
YNDX;5;20211207;123000;5141.8000000;5147.6000000;5141.6000000;5142.0000000;626
YNDX;5;20211207;123500;5144.4000000;5148.0000000;5142.0000000;5144.2000000;2138
YNDX;5;20211207;124000;5144.2000000;5147.6000000;5134.8000000;5136.6000000;2250
YNDX;5;20211207;124500;5134.6000000;5146.2000000;5133.6000000;5146.2000000;1000
YNDX;5;20211207;125000;5146.0000000;5146.4000000;5139.4000000;5146.4000000;2666
YNDX;5;20211207;125500;5143.8000000;5157.8000000;5143.0000000;5153.2000000;4190
YNDX;5;20211207;130000;5155.6000000;5157.8000000;5143.4000000;5143.4000000;1203
YNDX;5;20211207;130500;5146.0000000;5148.0000000;5143.0000000;5146.8000000;2661
YNDX;5;20211207;131000;5146.8000000;5148.0000000;5144.0000000;5146.0000000;3098
YNDX;5;20211207;131500;5146.0000000;5146.0000000;5138.8000000;5139.2000000;1777
YNDX;5;20211207;132000;5139.0000000;5142.0000000;5135.8000000;5138.6000000;1092
YNDX;5;20211207;132500;5140.0000000;5140.0000000;5132.4000000;5134.0000000;1334
YNDX;5;20211207;133000;5134.4000000;5143.4000000;5134.4000000;5140.0000000;1852
YNDX;5;20211207;133500;5142.0000000;5151.6000000;5142.0000000;5150.4000000;2074
YNDX;5;20211207;134000;5150.4000000;5155.0000000;5150.4000000;5154.0000000;14389
YNDX;5;20211207;134500;5154.0000000;5155.0000000;5145.2000000;5154.8000000;4615
YNDX;5;20211207;135000;5154.8000000;5155.0000000;5142.0000000;5148.0000000;2277
YNDX;5;20211207;135500;5150.0000000;5155.0000000;5149.6000000;5152.0000000;2743
YNDX;5;20211207;140000;5153.4000000;5154.6000000;5146.4000000;5151.6000000;3022
YNDX;5;20211207;140500;5151.6000000;5151.8000000;5147.6000000;5151.0000000;488
YNDX;5;20211207;141000;5151.6000000;5157.0000000;5150.0000000;5150.2000000;2682
YNDX;5;20211207;141500;5152.4000000;5154.4000000;5150.2000000;5153.8000000;853
YNDX;5;20211207;142000;5154.0000000;5159.0000000;5153.0000000;5154.4000000;3120
YNDX;5;20211207;142500;5154.0000000;5156.4000000;5150.0000000;5151.0000000;1286
YNDX;5;20211207;143000;5151.0000000;5156.2000000;5148.6000000;5156.2000000;1727
YNDX;5;20211207;143500;5156.0000000;5160.0000000;5152.0000000;5158.2000000;2575
YNDX;5;20211207;144000;5158.2000000;5168.0000000;5154.8000000;5162.8000000;8012
YNDX;5;20211207;144500;5163.0000000;5168.4000000;5159.4000000;5166.6000000;3094
YNDX;5;20211207;145000;5166.6000000;5175.0000000;5158.2000000;5175.0000000;3238
YNDX;5;20211207;145500;5175.0000000;5178.0000000;5170.6000000;5172.0000000;8061
YNDX;5;20211207;150000;5172.0000000;5176.8000000;5169.0000000;5169.0000000;4209
YNDX;5;20211207;150500;5168.8000000;5169.6000000;5152.2000000;5155.0000000;5486
YNDX;5;20211207;151000;5155.0000000;5155.8000000;5150.4000000;5152.0000000;1527
YNDX;5;20211207;151500;5152.0000000;5156.0000000;5151.2000000;5152.4000000;2056
YNDX;5;20211207;152000;5154.6000000;5158.2000000;5153.8000000;5156.4000000;1194
YNDX;5;20211207;152500;5154.0000000;5159.0000000;5154.0000000;5158.8000000;1134
YNDX;5;20211207;153000;5156.8000000;5160.4000000;5152.8000000;5153.6000000;11393
YNDX;5;20211207;153500;5155.6000000;5156.0000000;5140.8000000;5143.4000000;4870
YNDX;5;20211207;154000;5143.4000000;5147.0000000;5141.2000000;5145.8000000;2624
YNDX;5;20211207;154500;5144.0000000;5172.0000000;5144.0000000;5170.0000000;9208
YNDX;5;20211207;155000;5170.0000000;5173.2000000;5156.2000000;5164.2000000;13769
YNDX;5;20211207;155500;5163.6000000;5171.8000000;5162.0000000;5164.0000000;7317
YNDX;5;20211207;160000;5163.6000000;5167.8000000;5155.0000000;5164.6000000;3682
YNDX;5;20211207;160500;5165.2000000;5165.4000000;5150.4000000;5157.8000000;5503
YNDX;5;20211207;161000;5157.8000000;5163.6000000;5154.0000000;5156.2000000;2530
YNDX;5;20211207;161500;5158.0000000;5164.0000000;5153.2000000;5162.2000000;2708
YNDX;5;20211207;162000;5160.6000000;5164.2000000;5156.0000000;5160.8000000;1589
YNDX;5;20211207;162500;5160.8000000;5160.8000000;5141.4000000;5150.0000000;8244
YNDX;5;20211207;163000;5150.0000000;5153.0000000;5135.0000000;5138.6000000;4360
YNDX;5;20211207;163500;5140.4000000;5152.4000000;5138.2000000;5142.8000000;957
YNDX;5;20211207;164000;5142.8000000;5150.8000000;5142.8000000;5148.0000000;1364
YNDX;5;20211207;164500;5148.0000000;5155.8000000;5148.0000000;5152.8000000;3750
YNDX;5;20211207;165000;5156.0000000;5164.0000000;5154.4000000;5160.6000000;2632
YNDX;5;20211207;165500;5158.4000000;5159.2000000;5136.2000000;5136.6000000;7859
YNDX;5;20211207;170000;5138.0000000;5143.8000000;5123.4000000;5123.6000000;4971
YNDX;5;20211207;170500;5123.8000000;5126.0000000;5107.0000000;5117.6000000;6036
YNDX;5;20211207;171000;5118.6000000;5126.0000000;5118.2000000;5124.0000000;4607
YNDX;5;20211207;171500;5124.2000000;5126.0000000;5117.6000000;5125.6000000;9441
YNDX;5;20211207;172000;5123.2000000;5126.0000000;5120.0000000;5122.2000000;4946
YNDX;5;20211207;172500;5119.8000000;5122.2000000;5088.2000000;5097.0000000;8528
YNDX;5;20211207;173000;5097.0000000;5106.2000000;5092.6000000;5101.6000000;8268
YNDX;5;20211207;173500;5101.6000000;5142.2000000;5067.2000000;5090.4000000;55593
YNDX;5;20211207;174000;5091.0000000;5099.6000000;5050.8000000;5062.8000000;17285
YNDX;5;20211207;174500;5066.0000000;5078.0000000;5057.0000000;5069.6000000;11494
YNDX;5;20211207;175000;5065.2000000;5074.2000000;5055.6000000;5065.6000000;5992
YNDX;5;20211207;175500;5065.6000000;5087.8000000;5060.4000000;5068.0000000;12269
YNDX;5;20211207;180000;5069.6000000;5078.2000000;5059.0000000;5076.2000000;11184
YNDX;5;20211207;180500;5077.8000000;5077.8000000;5060.0000000;5069.6000000;13100
YNDX;5;20211207;181000;5067.0000000;5070.6000000;5050.2000000;5060.6000000;19559
YNDX;5;20211207;181500;5064.8000000;5073.6000000;5052.4000000;5067.4000000;20961
YNDX;5;20211207;182000;5071.2000000;5078.4000000;5060.0000000;5065.2000000;22529
YNDX;5;20211207;182500;5067.2000000;5096.8000000;5064.2000000;5090.0000000;10929
YNDX;5;20211207;183000;5090.0000000;5095.0000000;5076.8000000;5090.0000000;31541
YNDX;5;20211207;183500;5090.0000000;5108.8000000;5082.2000000;5100.2000000;37351
YNDX;5;20211207;184000;5100.2000000;5103.2000000;5082.2000000;5086.0000000;16281
YNDX;5;20211207;185000;5106.0000000;5106.0000000;5106.0000000;5106.0000000;28674
YNDX;5;20211207;190500;5107.0000000;5107.0000000;5107.0000000;5107.0000000;41
YNDX;5;20211207;191000;5107.0000000;5110.0000000;5092.0000000;5098.2000000;2184
YNDX;5;20211207;191500;5098.6000000;5109.4000000;5092.6000000;5104.4000000;5014
YNDX;5;20211207;192000;5101.2000000;5101.6000000;5082.4000000;5090.0000000;2799
YNDX;5;20211207;192500;5092.2000000;5093.0000000;5081.0000000;5090.0000000;1667
YNDX;5;20211207;193000;5087.4000000;5095.4000000;5082.8000000;5085.6000000;2161
YNDX;5;20211207;193500;5089.2000000;5093.8000000;5086.4000000;5093.8000000;10625
YNDX;5;20211207;194000;5091.8000000;5098.8000000;5090.8000000;5091.0000000;1433
YNDX;5;20211207;194500;5093.8000000;5095.6000000;5080.6000000;5082.8000000;7528
YNDX;5;20211207;195000;5083.0000000;5084.4000000;5070.2000000;5072.0000000;4138
YNDX;5;20211207;195500;5073.0000000;5088.6000000;5072.2000000;5077.2000000;4682
YNDX;5;20211207;200000;5077.2000000;5081.4000000;5072.4000000;5076.0000000;3501
YNDX;5;20211207;200500;5073.0000000;5078.0000000;5071.2000000;5072.8000000;1637
YNDX;5;20211207;201000;5075.8000000;5080.6000000;5070.0000000;5079.0000000;2353
YNDX;5;20211207;201500;5079.0000000;5081.6000000;5072.8000000;5077.4000000;1846
YNDX;5;20211207;202000;5077.4000000;5081.6000000;5073.4000000;5076.8000000;831
YNDX;5;20211207;202500;5076.8000000;5079.6000000;5072.8000000;5076.0000000;2093
YNDX;5;20211207;203000;5076.0000000;5076.4000000;5070.6000000;5074.6000000;859
YNDX;5;20211207;203500;5075.8000000;5082.8000000;5071.0000000;5081.4000000;596
YNDX;5;20211207;204000;5078.6000000;5081.6000000;5070.2000000;5078.4000000;2777
YNDX;5;20211207;204500;5078.8000000;5084.8000000;5075.6000000;5082.0000000;1763
YNDX;5;20211207;205000;5081.0000000;5081.6000000;5070.4000000;5072.2000000;2708
YNDX;5;20211207;205500;5074.2000000;5078.8000000;5071.0000000;5078.4000000;933
YNDX;5;20211207;210000;5079.0000000;5079.2000000;5070.0000000;5072.0000000;3844
YNDX;5;20211207;210500;5071.8000000;5072.4000000;5065.0000000;5072.0000000;3442
YNDX;5;20211207;211000;5070.2000000;5073.8000000;5065.8000000;5065.8000000;3779
YNDX;5;20211207;211500;5067.8000000;5068.8000000;5062.6000000;5064.6000000;1147
YNDX;5;20211207;212000;5064.6000000;5068.6000000;5056.0000000;5059.4000000;1351
YNDX;5;20211207;212500;5059.8000000;5060.0000000;5054.0000000;5057.4000000;1345
YNDX;5;20211207;213000;5057.4000000;5057.4000000;5052.2000000;5052.2000000;1271
YNDX;5;20211207;213500;5055.4000000;5058.8000000;5054.0000000;5057.4000000;829
YNDX;5;20211207;214000;5057.4000000;5059.2000000;5054.4000000;5057.6000000;662
YNDX;5;20211207;214500;5057.6000000;5064.0000000;5055.0000000;5055.6000000;1730
YNDX;5;20211207;215000;5056.6000000;5061.2000000;5055.0000000;5058.0000000;1217
YNDX;5;20211207;215500;5058.0000000;5063.2000000;5052.4000000;5063.2000000;3588
YNDX;5;20211207;220000;5063.2000000;5069.8000000;5059.2000000;5069.8000000;889
YNDX;5;20211207;220500;5071.8000000;5086.8000000;5068.0000000;5080.6000000;4107
YNDX;5;20211207;221000;5083.2000000;5090.0000000;5078.6000000;5090.0000000;2397
YNDX;5;20211207;221500;5090.0000000;5094.0000000;5067.8000000;5069.8000000;2679
YNDX;5;20211207;222000;5069.6000000;5070.2000000;5061.4000000;5070.2000000;949
YNDX;5;20211207;222500;5070.0000000;5071.2000000;5065.0000000;5068.6000000;2524
YNDX;5;20211207;223000;5070.2000000;5071.0000000;5059.4000000;5063.0000000;9206
YNDX;5;20211207;223500;5063.0000000;5065.0000000;5058.0000000;5060.4000000;938
YNDX;5;20211207;224000;5060.2000000;5060.2000000;5050.0000000;5053.0000000;11860
YNDX;5;20211207;224500;5053.4000000;5054.6000000;5050.0000000;5054.0000000;3360
YNDX;5;20211207;225000;5054.4000000;5056.0000000;5050.2000000;5054.6000000;909
YNDX;5;20211207;225500;5054.4000000;5055.8000000;5051.2000000;5052.0000000;1053
YNDX;5;20211207;230000;5053.6000000;5053.8000000;5040.0000000;5040.4000000;21261
YNDX;5;20211207;230500;5042.0000000;5044.0000000;5035.0000000;5037.6000000;2937
YNDX;5;20211207;231000;5037.8000000;5044.8000000;5035.0000000;5036.8000000;1557
YNDX;5;20211207;231500;5036.8000000;5038.8000000;5017.0000000;5020.2000000;3299
YNDX;5;20211207;232000;5019.0000000;5021.6000000;5003.0000000;5012.0000000;8437
YNDX;5;20211207;232500;5012.0000000;5017.2000000;5000.0000000;5001.4000000;6372
YNDX;5;20211207;233000;5000.2000000;5007.0000000;4993.2000000;5003.6000000;15169
YNDX;5;20211207;233500;5003.0000000;5017.4000000;4999.8000000;5005.6000000;7883
YNDX;5;20211207;234000;5005.8000000;5005.8000000;4990.0000000;4996.0000000;4066
YNDX;5;20211207;234500;4994.2000000;5004.2000000;4994.2000000;4997.2000000;5327
YNDX;5;20211207;235000;4997.0000000;4997.2000000;4983.2000000;4992.0000000;7833
YNDX;5;20211208;070500;5016.0000000;5028.0000000;4997.2000000;5020.4000000;967
YNDX;5;20211208;071000;5020.4000000;5027.0000000;5010.0000000;5017.0000000;1299
YNDX;5;20211208;071500;5016.8000000;5017.0000000;5004.0000000;5014.8000000;653
YNDX;5;20211208;072000;5014.8000000;5014.8000000;5010.0000000;5014.6000000;682
YNDX;5;20211208;072500;5014.6000000;5015.0000000;5012.4000000;5014.6000000;203
YNDX;5;20211208;073000;5014.0000000;5014.8000000;5012.0000000;5012.0000000;209
YNDX;5;20211208;073500;5014.6000000;5014.8000000;5010.0000000;5010.6000000;299
YNDX;5;20211208;074000;5010.6000000;5014.8000000;5002.2000000;5011.6000000;1142
YNDX;5;20211208;074500;5005.0000000;5013.0000000;5003.4000000;5007.0000000;278
YNDX;5;20211208;075000;5012.0000000;5014.8000000;5007.2000000;5013.8000000;519
YNDX;5;20211208;075500;5013.8000000;5014.0000000;5010.0000000;5011.8000000;245
YNDX;5;20211208;080000;5013.0000000;5013.0000000;5010.0000000;5011.6000000;394
YNDX;5;20211208;080500;5011.6000000;5011.6000000;5004.2000000;5006.0000000;466
YNDX;5;20211208;081000;5005.0000000;5009.8000000;5000.2000000;5004.2000000;716
YNDX;5;20211208;081500;5002.0000000;5004.4000000;4991.0000000;4997.6000000;2165
YNDX;5;20211208;082000;4995.4000000;4999.0000000;4992.6000000;4995.0000000;1112
YNDX;5;20211208;082500;4998.4000000;4999.0000000;4995.0000000;4996.0000000;558
YNDX;5;20211208;083000;4999.0000000;4999.0000000;4981.0000000;4986.0000000;2502
YNDX;5;20211208;083500;4986.0000000;4999.0000000;4960.0000000;4998.2000000;4586
YNDX;5;20211208;084000;4997.0000000;4999.0000000;4986.0000000;4990.2000000;1579
YNDX;5;20211208;084500;4991.6000000;5026.2000000;4990.2000000;5007.4000000;2569
YNDX;5;20211208;085000;5009.2000000;5027.0000000;5008.0000000;5022.2000000;1594
YNDX;5;20211208;085500;5022.8000000;5024.4000000;5011.8000000;5024.4000000;1032
YNDX;5;20211208;090000;5024.8000000;5025.0000000;5021.0000000;5022.0000000;840
YNDX;5;20211208;090500;5022.0000000;5025.0000000;5020.0000000;5020.0000000;859
YNDX;5;20211208;091000;5024.2000000;5026.8000000;5020.0000000;5026.0000000;736
YNDX;5;20211208;091500;5026.0000000;5028.0000000;5023.6000000;5024.8000000;1333
YNDX;5;20211208;092000;5024.6000000;5027.0000000;5012.0000000;5015.4000000;891
YNDX;5;20211208;092500;5014.0000000;5024.0000000;5004.8000000;5014.6000000;845
YNDX;5;20211208;093000;5014.6000000;5025.0000000;5011.2000000;5012.2000000;373
YNDX;5;20211208;093500;5012.2000000;5023.6000000;5006.0000000;5021.0000000;478
YNDX;5;20211208;094000;5018.8000000;5028.0000000;5011.4000000;5026.4000000;537
YNDX;5;20211208;094500;5028.0000000;5028.4000000;5026.0000000;5028.4000000;777
YNDX;5;20211208;095000;5028.0000000;5043.8000000;5028.0000000;5040.0000000;1764
YNDX;5;20211208;095500;5039.8000000;5040.0000000;5030.0000000;5035.4000000;1118
YNDX;5;20211208;100000;5035.2000000;5040.4000000;5032.0000000;5032.8000000;1278
YNDX;5;20211208;100500;5036.8000000;5036.8000000;5015.0000000;5020.8000000;4911
YNDX;5;20211208;101000;5017.6000000;5029.6000000;5011.4000000;5029.6000000;2146
YNDX;5;20211208;101500;5029.6000000;5051.4000000;5019.2000000;5043.4000000;8296
YNDX;5;20211208;102000;5043.4000000;5053.8000000;5034.4000000;5043.0000000;5601
YNDX;5;20211208;102500;5039.6000000;5049.8000000;5036.8000000;5036.8000000;5071
YNDX;5;20211208;103000;5039.0000000;5053.8000000;5038.0000000;5050.0000000;3968
YNDX;5;20211208;103500;5048.6000000;5050.8000000;5035.4000000;5036.0000000;2149
YNDX;5;20211208;104000;5035.0000000;5046.8000000;5026.2000000;5039.0000000;6458
YNDX;5;20211208;104500;5040.0000000;5041.0000000;5019.0000000;5026.0000000;4264
YNDX;5;20211208;105000;5024.0000000;5033.8000000;5004.8000000;5031.8000000;5346
YNDX;5;20211208;105500;5030.4000000;5040.0000000;5023.0000000;5038.6000000;2597
YNDX;5;20211208;110000;5039.6000000;5043.4000000;5030.0000000;5040.0000000;3389
YNDX;5;20211208;110500;5036.4000000;5050.0000000;5032.0000000;5040.0000000;4541
YNDX;5;20211208;111000;5044.6000000;5052.2000000;5034.2000000;5038.6000000;3891
YNDX;5;20211208;111500;5038.8000000;5046.4000000;5035.6000000;5045.6000000;3389
YNDX;5;20211208;112000;5042.2000000;5044.4000000;5032.2000000;5040.4000000;1816
YNDX;5;20211208;112500;5040.2000000;5045.8000000;5035.0000000;5044.0000000;3153
YNDX;5;20211208;113000;5041.8000000;5052.6000000;5039.4000000;5044.6000000;2580
YNDX;5;20211208;113500;5042.6000000;5064.0000000;5042.4000000;5064.0000000;4719
YNDX;5;20211208;114000;5064.0000000;5069.6000000;5052.0000000;5053.6000000;9636
YNDX;5;20211208;114500;5053.6000000;5063.6000000;5044.4000000;5053.2000000;5335
YNDX;5;20211208;115000;5053.4000000;5057.0000000;5047.8000000;5050.6000000;1499
YNDX;5;20211208;115500;5050.6000000;5057.0000000;5050.4000000;5057.0000000;1360
YNDX;5;20211208;120000;5057.0000000;5071.2000000;5057.0000000;5066.2000000;6670
YNDX;5;20211208;120500;5065.0000000;5070.0000000;5056.2000000;5060.2000000;6388
YNDX;5;20211208;121000;5060.2000000;5068.6000000;5060.2000000;5063.4000000;4519
YNDX;5;20211208;121500;5063.4000000;5065.0000000;5041.0000000;5062.4000000;10901
YNDX;5;20211208;122000;5062.4000000;5064.4000000;5056.8000000;5062.0000000;3494
YNDX;5;20211208;122500;5063.6000000;5064.4000000;5048.4000000;5048.4000000;4246
YNDX;5;20211208;123000;5048.4000000;5060.4000000;5033.4000000;5041.6000000;23907
YNDX;5;20211208;123500;5038.4000000;5046.6000000;5030.2000000;5043.8000000;7630
YNDX;5;20211208;124000;5041.2000000;5059.2000000;5038.0000000;5051.8000000;6169
YNDX;5;20211208;124500;5051.8000000;5062.0000000;5048.0000000;5056.6000000;3197
YNDX;5;20211208;125000;5056.6000000;5064.8000000;5055.0000000;5059.6000000;4137
YNDX;5;20211208;125500;5059.6000000;5061.8000000;5050.6000000;5055.0000000;4146
YNDX;5;20211208;130000;5055.0000000;5065.8000000;5051.4000000;5058.8000000;4749
YNDX;5;20211208;130500;5058.8000000;5059.6000000;5050.0000000;5052.2000000;2025
YNDX;5;20211208;131000;5052.0000000;5053.6000000;5050.8000000;5053.4000000;1525
YNDX;5;20211208;131500;5053.4000000;5055.0000000;5050.0000000;5053.4000000;4884
YNDX;5;20211208;132000;5053.4000000;5056.0000000;5045.0000000;5045.4000000;7707
YNDX;5;20211208;132500;5047.2000000;5049.6000000;5045.0000000;5049.0000000;1117
YNDX;5;20211208;133000;5049.2000000;5051.2000000;5045.2000000;5046.8000000;1052
YNDX;5;20211208;133500;5046.8000000;5049.0000000;5037.8000000;5039.0000000;2003
YNDX;5;20211208;134000;5037.4000000;5047.8000000;5036.4000000;5037.8000000;4461
YNDX;5;20211208;134500;5037.8000000;5039.8000000;5032.2000000;5035.0000000;2783
YNDX;5;20211208;135000;5034.4000000;5037.0000000;5031.4000000;5033.8000000;3388
YNDX;5;20211208;135500;5033.8000000;5036.0000000;5024.0000000;5026.0000000;3861
YNDX;5;20211208;140000;5026.0000000;5028.2000000;5018.0000000;5024.6000000;3611
YNDX;5;20211208;140500;5027.8000000;5031.8000000;5022.4000000;5027.4000000;1420
YNDX;5;20211208;141000;5027.2000000;5034.8000000;5010.6000000;5024.8000000;13348
YNDX;5;20211208;141500;5027.4000000;5034.8000000;5017.2000000;5027.4000000;8466
YNDX;5;20211208;142000;5028.0000000;5033.8000000;5025.2000000;5028.6000000;2972
YNDX;5;20211208;142500;5031.4000000;5039.2000000;5018.6000000;5022.6000000;7150
YNDX;5;20211208;143000;5020.0000000;5025.6000000;5004.8000000;5009.4000000;7950
YNDX;5;20211208;143500;5008.8000000;5024.0000000;5006.2000000;5022.2000000;7033
YNDX;5;20211208;144000;5022.2000000;5027.6000000;5020.8000000;5023.6000000;2739
YNDX;5;20211208;144500;5026.0000000;5038.6000000;5023.8000000;5037.0000000;4929
YNDX;5;20211208;145000;5038.0000000;5047.0000000;5031.0000000;5037.8000000;5393
YNDX;5;20211208;145500;5040.2000000;5040.8000000;5019.2000000;5030.0000000;5760
YNDX;5;20211208;150000;5030.0000000;5032.0000000;5020.2000000;5024.4000000;2527
YNDX;5;20211208;150500;5024.4000000;5031.4000000;5016.2000000;5028.2000000;1804
YNDX;5;20211208;151000;5026.4000000;5028.6000000;5010.0000000;5010.6000000;3411
YNDX;5;20211208;151500;5010.6000000;5017.4000000;5002.2000000;5014.4000000;9061
YNDX;5;20211208;152000;5014.4000000;5021.4000000;5010.0000000;5018.8000000;1451
YNDX;5;20211208;152500;5018.8000000;5033.2000000;5018.8000000;5023.2000000;3172
YNDX;5;20211208;153000;5020.4000000;5020.4000000;5010.8000000;5017.2000000;3075
YNDX;5;20211208;153500;5013.8000000;5017.4000000;5013.0000000;5017.0000000;152
YNDX;5;20211208;154000;5017.0000000;5019.8000000;5012.8000000;5017.4000000;2488
YNDX;5;20211208;154500;5016.8000000;5018.0000000;5005.0000000;5010.8000000;1780
YNDX;5;20211208;155000;5009.8000000;5009.8000000;5002.2000000;5006.8000000;2032
YNDX;5;20211208;155500;5006.0000000;5011.0000000;5004.0000000;5004.0000000;2452
YNDX;5;20211208;160000;5005.2000000;5012.0000000;5002.2000000;5010.0000000;13010
YNDX;5;20211208;160500;5010.0000000;5013.0000000;4982.0000000;4988.4000000;19142
YNDX;5;20211208;161000;4991.2000000;5003.2000000;4981.0000000;5003.2000000;4035
YNDX;5;20211208;161500;5001.2000000;5004.8000000;4992.8000000;4996.8000000;2376
