<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
YNDX;5;20211208;162000;4996.4000000;5008.0000000;4984.0000000;4988.8000000;9613
YNDX;5;20211208;162500;4986.6000000;4993.0000000;4975.0000000;4990.4000000;9319
YNDX;5;20211208;163000;4992.0000000;5002.2000000;4990.6000000;5002.0000000;3905
YNDX;5;20211208;163500;4999.4000000;5009.4000000;4991.8000000;4994.0000000;5635
YNDX;5;20211208;164000;4994.0000000;4998.6000000;4992.4000000;4993.0000000;2802
YNDX;5;20211208;164500;4993.6000000;4997.4000000;4980.0000000;4995.0000000;5073
YNDX;5;20211208;165000;4995.2000000;5002.8000000;4993.2000000;4993.4000000;3534
YNDX;5;20211208;165500;4993.8000000;5005.2000000;4993.2000000;4999.2000000;4089
YNDX;5;20211208;170000;4999.2000000;5001.4000000;4996.0000000;4996.0000000;1806
YNDX;5;20211208;170500;4996.0000000;4996.0000000;4975.8000000;4977.0000000;5121
YNDX;5;20211208;171000;4978.2000000;4982.4000000;4950.0000000;4956.4000000;17433
YNDX;5;20211208;171500;4958.6000000;4976.2000000;4955.0000000;4971.6000000;4108
YNDX;5;20211208;172000;4971.4000000;4973.0000000;4945.0000000;4945.0000000;6628
YNDX;5;20211208;172500;4945.0000000;4948.0000000;4933.6000000;4940.0000000;6359
YNDX;5;20211208;173000;4940.0000000;4940.0000000;4910.2000000;4932.4000000;17313
YNDX;5;20211208;173500;4931.2000000;4931.2000000;4793.6000000;4828.0000000;129897
YNDX;5;20211208;174000;4828.0000000;4847.4000000;4784.6000000;4791.8000000;45746
YNDX;5;20211208;174500;4790.0000000;4811.2000000;4775.0000000;4803.0000000;44137
YNDX;5;20211208;175000;4804.4000000;4849.0000000;4803.0000000;4843.4000000;28656
YNDX;5;20211208;175500;4843.4000000;4869.0000000;4841.4000000;4868.0000000;20387
YNDX;5;20211208;180000;4865.0000000;4871.4000000;4830.8000000;4830.8000000;19899
YNDX;5;20211208;180500;4833.0000000;4844.6000000;4820.0000000;4841.6000000;24691
YNDX;5;20211208;181000;4844.8000000;4863.2000000;4832.6000000;4859.0000000;12709
YNDX;5;20211208;181500;4862.6000000;4880.0000000;4853.2000000;4857.6000000;15690
YNDX;5;20211208;182000;4857.6000000;4864.0000000;4837.0000000;4846.8000000;5943
YNDX;5;20211208;182500;4844.0000000;4855.2000000;4837.2000000;4855.0000000;9736
YNDX;5;20211208;183000;4857.6000000;4865.6000000;4853.0000000;4863.2000000;11233
YNDX;5;20211208;183500;4863.2000000;4892.0000000;4863.2000000;4889.4000000;15951
YNDX;5;20211208;184000;4886.0000000;4895.0000000;4884.0000000;4886.6000000;21260
YNDX;5;20211208;185000;4869.8000000;4869.8000000;4869.8000000;4869.8000000;20180
YNDX;5;20211208;190500;4927.2000000;4927.2000000;4927.2000000;4927.2000000;748
YNDX;5;20211208;191000;4927.6000000;4948.0000000;4915.8000000;4922.0000000;15841
YNDX;5;20211208;191500;4923.6000000;4938.8000000;4908.2000000;4938.4000000;5596
YNDX;5;20211208;192000;4935.6000000;4963.0000000;4930.0000000;4954.4000000;8017
YNDX;5;20211208;192500;4957.0000000;4968.2000000;4954.2000000;4961.0000000;5600
YNDX;5;20211208;193000;4961.0000000;4973.0000000;4960.2000000;4973.0000000;2171
YNDX;5;20211208;193500;4968.0000000;4974.0000000;4960.6000000;4965.8000000;3566
YNDX;5;20211208;194000;4968.4000000;4974.0000000;4960.0000000;4967.2000000;3226
YNDX;5;20211208;194500;4970.0000000;4991.0000000;4965.0000000;4990.8000000;8178
YNDX;5;20211208;195000;4990.8000000;4995.0000000;4968.2000000;4979.4000000;4995
YNDX;5;20211208;195500;4976.0000000;4986.4000000;4972.2000000;4976.0000000;1401
YNDX;5;20211208;200000;4975.8000000;4985.4000000;4973.4000000;4981.8000000;1480
YNDX;5;20211208;200500;4984.0000000;4985.0000000;4979.4000000;4980.0000000;1181
YNDX;5;20211208;201000;4980.0000000;4980.0000000;4954.0000000;4956.2000000;2562
YNDX;5;20211208;201500;4956.6000000;4972.6000000;4956.6000000;4972.6000000;1068
YNDX;5;20211208;202000;4972.6000000;4972.6000000;4955.8000000;4959.0000000;1972
YNDX;5;20211208;202500;4959.0000000;4961.0000000;4945.0000000;4958.6000000;5166
YNDX;5;20211208;203000;4961.0000000;4969.0000000;4952.2000000;4966.6000000;958
YNDX;5;20211208;203500;4964.8000000;4969.6000000;4960.0000000;4969.6000000;357
YNDX;5;20211208;204000;4969.0000000;4971.0000000;4962.6000000;4967.0000000;598
YNDX;5;20211208;204500;4967.0000000;4970.6000000;4964.0000000;4968.2000000;885
YNDX;5;20211208;205000;4965.6000000;4970.2000000;4964.8000000;4970.2000000;425
YNDX;5;20211208;205500;4970.2000000;4973.6000000;4965.6000000;4965.6000000;855
YNDX;5;20211208;210000;4967.6000000;4968.0000000;4951.6000000;4957.8000000;1298
YNDX;5;20211208;210500;4957.8000000;4965.2000000;4952.8000000;4958.4000000;3040
YNDX;5;20211208;211000;4958.4000000;4966.4000000;4958.4000000;4964.6000000;805
YNDX;5;20211208;211500;4964.6000000;4968.8000000;4960.8000000;4963.4000000;1578
YNDX;5;20211208;212000;4960.8000000;4968.8000000;4959.0000000;4967.2000000;1031
YNDX;5;20211208;212500;4967.0000000;4967.0000000;4960.0000000;4960.8000000;275
YNDX;5;20211208;213000;4961.6000000;4961.6000000;4952.0000000;4952.4000000;541
YNDX;5;20211208;213500;4954.8000000;4965.0000000;4952.0000000;4964.6000000;407
YNDX;5;20211208;214000;4964.4000000;4966.0000000;4960.2000000;4961.8000000;982
YNDX;5;20211208;214500;4961.8000000;4961.8000000;4955.0000000;4961.8000000;431
YNDX;5;20211208;215000;4959.6000000;4970.8000000;4955.6000000;4965.4000000;640
YNDX;5;20211208;215500;4965.0000000;4965.0000000;4949.2000000;4953.2000000;1527
YNDX;5;20211208;220000;4954.0000000;4954.0000000;4941.4000000;4944.8000000;1728
YNDX;5;20211208;220500;4945.6000000;4952.2000000;4941.2000000;4947.2000000;1898
YNDX;5;20211208;221000;4946.2000000;4946.2000000;4930.6000000;4937.0000000;1812
YNDX;5;20211208;221500;4936.0000000;4943.8000000;4924.8000000;4928.6000000;1641
YNDX;5;20211208;222000;4929.2000000;4930.6000000;4923.4000000;4930.4000000;847
YNDX;5;20211208;222500;4930.2000000;4934.4000000;4927.2000000;4933.0000000;256
YNDX;5;20211208;223000;4933.4000000;4935.0000000;4931.0000000;4934.8000000;500
YNDX;5;20211208;223500;4934.6000000;4940.0000000;4934.6000000;4939.0000000;333
YNDX;5;20211208;224000;4936.4000000;4938.4000000;4927.8000000;4928.6000000;289
YNDX;5;20211208;224500;4928.6000000;4932.8000000;4922.8000000;4926.2000000;2872
YNDX;5;20211208;225000;4925.0000000;4933.0000000;4924.0000000;4933.0000000;725
YNDX;5;20211208;225500;4930.0000000;4931.6000000;4927.0000000;4929.0000000;274
YNDX;5;20211208;230000;4930.2000000;4939.2000000;4929.0000000;4938.2000000;1968
YNDX;5;20211208;230500;4936.8000000;4938.4000000;4925.8000000;4928.0000000;3975
YNDX;5;20211208;231000;4928.0000000;4934.6000000;4923.2000000;4928.2000000;457
YNDX;5;20211208;231500;4931.6000000;4932.0000000;4923.8000000;4926.4000000;725
YNDX;5;20211208;232000;4926.4000000;4930.8000000;4925.4000000;4926.0000000;682
YNDX;5;20211208;232500;4927.8000000;4935.2000000;4925.0000000;4931.0000000;1055
YNDX;5;20211208;233000;4935.0000000;4945.6000000;4935.0000000;4941.8000000;1515
YNDX;5;20211208;233500;4941.4000000;4941.6000000;4932.6000000;4939.0000000;150
YNDX;5;20211208;234000;4938.2000000;4941.8000000;4934.6000000;4939.2000000;1036
YNDX;5;20211208;234500;4939.0000000;4939.0000000;4928.8000000;4928.8000000;1043
YNDX;5;20211208;235000;4928.8000000;4932.2000000;4920.2000000;4932.2000000;1675
